client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
0dce0f4ff3e625a0808e50129ff5252880fccdb4976775dc24c3f63698d1fee2ed216234932f281e02f913f4faf60e0484785f6b456cb388deaacd0c3596fa22	common_voice_ur_26626255.mp3	نجانے کیوں مجھے ان بچوں میں اپنا بچپن نظر آ رہا تھا	2	0					ur	
0dce0f4ff3e625a0808e50129ff5252880fccdb4976775dc24c3f63698d1fee2ed216234932f281e02f913f4faf60e0484785f6b456cb388deaacd0c3596fa22	common_voice_ur_26626256.mp3	ہم کن اندھیروں میں پھنسے ہوئے ہیں۔	2	0					ur	
0dce0f4ff3e625a0808e50129ff5252880fccdb4976775dc24c3f63698d1fee2ed216234932f281e02f913f4faf60e0484785f6b456cb388deaacd0c3596fa22	common_voice_ur_26626258.mp3	پشاورشہید بے نظیر بھٹو یونیورسٹی میں ووشو چیمپئن شپ کا انعقاد	2	0					ur	
0dce0f4ff3e625a0808e50129ff5252880fccdb4976775dc24c3f63698d1fee2ed216234932f281e02f913f4faf60e0484785f6b456cb388deaacd0c3596fa22	common_voice_ur_26626259.mp3	سروج خان بالی وڈ	2	0					ur	
1377d9edd92f56f9fbfce63aa3fe77827a187b38c42d481f09bed093e765b589e3c998399b6571a330a2459dfb815738e9c08da4061237ddca6c29ad6c7b8beb	common_voice_ur_27478512.mp3	تو اس کے حل کے لیے ہم دین کی طرف رجوع کرتے ہیں۔	2	0					ur	
1377d9edd92f56f9fbfce63aa3fe77827a187b38c42d481f09bed093e765b589e3c998399b6571a330a2459dfb815738e9c08da4061237ddca6c29ad6c7b8beb	common_voice_ur_27478514.mp3	کچھ بھی ہو سکتا ہے۔	2	1					ur	
1377d9edd92f56f9fbfce63aa3fe77827a187b38c42d481f09bed093e765b589e3c998399b6571a330a2459dfb815738e9c08da4061237ddca6c29ad6c7b8beb	common_voice_ur_27478515.mp3	اختلاف ہے۔	2	0					ur	
1377d9edd92f56f9fbfce63aa3fe77827a187b38c42d481f09bed093e765b589e3c998399b6571a330a2459dfb815738e9c08da4061237ddca6c29ad6c7b8beb	common_voice_ur_27478516.mp3	ٹک ٹاک کمپنی کا	2	0					ur	
182ebcf19f71b16ec3ce580d38d577932fe617277e3b8af953b280a09f16f9e304f851aeb15d3e0abeaef93d298ee8fc3177081365ec12286808adf81314cb40	common_voice_ur_29301784.mp3	نہ کھانا" نہ آرام چولہا جلے گا۔	3	0					ur	
182ebcf19f71b16ec3ce580d38d577932fe617277e3b8af953b280a09f16f9e304f851aeb15d3e0abeaef93d298ee8fc3177081365ec12286808adf81314cb40	common_voice_ur_29301785.mp3	مقابلہ اب کھلاڑی اور شکاری میں ہے۔	2	0					ur	
182ebcf19f71b16ec3ce580d38d577932fe617277e3b8af953b280a09f16f9e304f851aeb15d3e0abeaef93d298ee8fc3177081365ec12286808adf81314cb40	common_voice_ur_29301787.mp3	گزشتہ سال ایک انٹرویو کے دوران	2	0					ur	
182ebcf19f71b16ec3ce580d38d577932fe617277e3b8af953b280a09f16f9e304f851aeb15d3e0abeaef93d298ee8fc3177081365ec12286808adf81314cb40	common_voice_ur_29301790.mp3	وہ تب تک ہی رہتے ہیں۔	2	0					ur	
276e9c0426f7deee1aa64dbb2ee8be95cda9521446e072f3d5f750f56dc56c366dd750a528ea2101f032d0b04ebf8b60b27cc6b8fc468a4380a1d655a5c8cc2e	common_voice_ur_27557251.mp3	مشرف صاحب ہماری تاریخ کے عجیب و غریب کردار ہیں۔	2	0					ur	
276e9c0426f7deee1aa64dbb2ee8be95cda9521446e072f3d5f750f56dc56c366dd750a528ea2101f032d0b04ebf8b60b27cc6b8fc468a4380a1d655a5c8cc2e	common_voice_ur_27557253.mp3	پاکستان تو اس وقت غیر معمولی حالات سے گزر رہا ہے۔	2	0					ur	
276e9c0426f7deee1aa64dbb2ee8be95cda9521446e072f3d5f750f56dc56c366dd750a528ea2101f032d0b04ebf8b60b27cc6b8fc468a4380a1d655a5c8cc2e	common_voice_ur_27557254.mp3	کانگریس کی مسلم کش پالیسیوں سے بددل ہوکر	2	0					ur	
276e9c0426f7deee1aa64dbb2ee8be95cda9521446e072f3d5f750f56dc56c366dd750a528ea2101f032d0b04ebf8b60b27cc6b8fc468a4380a1d655a5c8cc2e	common_voice_ur_27557255.mp3	پاکستان نہ بنتا۔	2	0					ur	
53e2cd94ddc65503daa0dbad25e408970511aee6dd4aecdd655d32a1203869fd5b066c282526d80afd066b5a1201a556f8a0bb8399185ec830591b6821641198	common_voice_ur_31479748.mp3	سیاسی ارادے کی۔	2	0					ur	
53e2cd94ddc65503daa0dbad25e408970511aee6dd4aecdd655d32a1203869fd5b066c282526d80afd066b5a1201a556f8a0bb8399185ec830591b6821641198	common_voice_ur_31479749.mp3	لیکن ہمیں اس بم کی قطعا پروا نہیں۔	2	0					ur	
53e2cd94ddc65503daa0dbad25e408970511aee6dd4aecdd655d32a1203869fd5b066c282526d80afd066b5a1201a556f8a0bb8399185ec830591b6821641198	common_voice_ur_31479750.mp3	پہلا میل اتنا طویل لگا کہہ قریب تھا کہہ اس ف سازش کا شاخس قرار دے دی	2	0					ur	
53e2cd94ddc65503daa0dbad25e408970511aee6dd4aecdd655d32a1203869fd5b066c282526d80afd066b5a1201a556f8a0bb8399185ec830591b6821641198	common_voice_ur_31479752.mp3	معلوم ہوتا ہے کہ صاحب مشکوٰۃ نے یہ روایت مسلم سے لی ہے	2	0					ur	
c82bb35e21b1200c5976b1c2b5807837b05382ff32e5a47de50e7f6559da586247931f0030b1c2562ed60f3efdab23b12465abaea7af55e9e996604faacee552	common_voice_ur_29762487.mp3	جو باری باری ان کی نگرانی کرتے ہیں	3	0					ur	
c82bb35e21b1200c5976b1c2b5807837b05382ff32e5a47de50e7f6559da586247931f0030b1c2562ed60f3efdab23b12465abaea7af55e9e996604faacee552	common_voice_ur_29762490.mp3	دنیاوی کاروبار سے علیحدہ کرنا پڑے	2	0					ur	
c82bb35e21b1200c5976b1c2b5807837b05382ff32e5a47de50e7f6559da586247931f0030b1c2562ed60f3efdab23b12465abaea7af55e9e996604faacee552	common_voice_ur_29762494.mp3	آج درجہ حرارت کیا ہے	2	0					ur	
c82bb35e21b1200c5976b1c2b5807837b05382ff32e5a47de50e7f6559da586247931f0030b1c2562ed60f3efdab23b12465abaea7af55e9e996604faacee552	common_voice_ur_29762498.mp3	اگر عمران خان ٹھیک کر رہے ہیں۔	3	0					ur	
d4f230b3c3163c55b8d6a56de218d68331f84e6eeceb3905908bb59978cff64b555b098be760c06252d76b1f0a8f3efd88d7ba8b890c68c2e5fa64a62cf302cc	common_voice_ur_27637978.mp3	ہم اسے صدی کا بدترین فیصلہ قرار دیتے	2	0					ur	
d4f230b3c3163c55b8d6a56de218d68331f84e6eeceb3905908bb59978cff64b555b098be760c06252d76b1f0a8f3efd88d7ba8b890c68c2e5fa64a62cf302cc	common_voice_ur_27637982.mp3	جس کی وجہ یہ ہے کہہ ہم آزما ہوئے کھلاڑی کو آزما رہ ہیں	2	0					ur	
d4f230b3c3163c55b8d6a56de218d68331f84e6eeceb3905908bb59978cff64b555b098be760c06252d76b1f0a8f3efd88d7ba8b890c68c2e5fa64a62cf302cc	common_voice_ur_27637984.mp3	کو انجوائے کرتے ہوئے	2	0					ur	
d4f230b3c3163c55b8d6a56de218d68331f84e6eeceb3905908bb59978cff64b555b098be760c06252d76b1f0a8f3efd88d7ba8b890c68c2e5fa64a62cf302cc	common_voice_ur_27637986.mp3	‘ پوراکرنے میں مددگار ثابت ہوں گے؟	2	0					ur	
01b78ec72e483184a530a347a130f73997504d5645cb64bed46f532a54f71e896578ec91df0ff256128aac74288a76fcff1e1743de6cc831e362b71ff261588b	common_voice_ur_28035738.mp3	فیفا ورلڈکپ کوارٹر فائنل کیلئے ٹیموں کا انتخاب مکمل	3	0					ur	
01b78ec72e483184a530a347a130f73997504d5645cb64bed46f532a54f71e896578ec91df0ff256128aac74288a76fcff1e1743de6cc831e362b71ff261588b	common_voice_ur_28035739.mp3	روایات بہت سخت ہیں	2	0					ur	
01b78ec72e483184a530a347a130f73997504d5645cb64bed46f532a54f71e896578ec91df0ff256128aac74288a76fcff1e1743de6cc831e362b71ff261588b	common_voice_ur_28035740.mp3	تم نے اپنی شرٹ الٹی پہنی ہوئی ہے	2	0					ur	
01b78ec72e483184a530a347a130f73997504d5645cb64bed46f532a54f71e896578ec91df0ff256128aac74288a76fcff1e1743de6cc831e362b71ff261588b	common_voice_ur_28035741.mp3	اصل بات اوپر کی ہے۔	2	0					ur	
01b78ec72e483184a530a347a130f73997504d5645cb64bed46f532a54f71e896578ec91df0ff256128aac74288a76fcff1e1743de6cc831e362b71ff261588b	common_voice_ur_28035742.mp3	سامنے بیٹھے تھے	5	0					ur	
01d638259cbf173946fcf211f5de0a462df70aa79a4a879279e398c8c21288cc6c6ae28ce08638eb4d68c713f4e71b14c2c8b20c9275a1ec8570bb738f94cb02	common_voice_ur_28540979.mp3	جمائیکا	2	0	twenties	male			ur	
01d638259cbf173946fcf211f5de0a462df70aa79a4a879279e398c8c21288cc6c6ae28ce08638eb4d68c713f4e71b14c2c8b20c9275a1ec8570bb738f94cb02	common_voice_ur_28540980.mp3	ایسی قسمت کہاں	2	0	twenties	male			ur	
01d638259cbf173946fcf211f5de0a462df70aa79a4a879279e398c8c21288cc6c6ae28ce08638eb4d68c713f4e71b14c2c8b20c9275a1ec8570bb738f94cb02	common_voice_ur_28540981.mp3	میرا دیوتا کمرے کے باہر	2	0	twenties	male			ur	
01d638259cbf173946fcf211f5de0a462df70aa79a4a879279e398c8c21288cc6c6ae28ce08638eb4d68c713f4e71b14c2c8b20c9275a1ec8570bb738f94cb02	common_voice_ur_28540982.mp3	گاؤں کے چند معززین حرکت میں آئے۔	2	1	twenties	male			ur	
01d638259cbf173946fcf211f5de0a462df70aa79a4a879279e398c8c21288cc6c6ae28ce08638eb4d68c713f4e71b14c2c8b20c9275a1ec8570bb738f94cb02	common_voice_ur_28540983.mp3	نشست سے نکالا گیا	3	1	twenties	male			ur	
06282a2db32945f63cbdbd3e8df39df9ad24831e868d59a606e2f4a1167d707fffe5e7d3ae09b373264c08d45ee95b4c0cfc650330e6a43d9ce608edfc8a41e2	common_voice_ur_30583401.mp3	جیسے تمام احباب مناسب سمجھیں ویسا فیصلہ کر لیا جائے۔	3	0					ur	
06282a2db32945f63cbdbd3e8df39df9ad24831e868d59a606e2f4a1167d707fffe5e7d3ae09b373264c08d45ee95b4c0cfc650330e6a43d9ce608edfc8a41e2	common_voice_ur_30583403.mp3	رقم ملک کی ترقی کے کام آئے	2	0					ur	
06282a2db32945f63cbdbd3e8df39df9ad24831e868d59a606e2f4a1167d707fffe5e7d3ae09b373264c08d45ee95b4c0cfc650330e6a43d9ce608edfc8a41e2	common_voice_ur_30583407.mp3	قومی کرکٹ ٹیم کی دورہ زمبابوبے کے لیے تیاریاں عروج پر	3	0					ur	
06282a2db32945f63cbdbd3e8df39df9ad24831e868d59a606e2f4a1167d707fffe5e7d3ae09b373264c08d45ee95b4c0cfc650330e6a43d9ce608edfc8a41e2	common_voice_ur_30583409.mp3	سفر کا پورا حصہ بننے سے رہ گئی ہے	2	0					ur	
06282a2db32945f63cbdbd3e8df39df9ad24831e868d59a606e2f4a1167d707fffe5e7d3ae09b373264c08d45ee95b4c0cfc650330e6a43d9ce608edfc8a41e2	common_voice_ur_30583410.mp3	طور پر منایا جانے لگا سوائے امریکہ‘ کینیڈا	2	0					ur	
342cfd99804188572ca67de525e1a9e456a2e5dc5d3dc7e7cd07d4c13668f80216f2e68fd21723c1101b5a6da86ad8dac4a866210950b7deee4133e7da1600e8	common_voice_ur_26572621.mp3	وہاں جھڑپیں جاری ہوں	2	0					ur	
342cfd99804188572ca67de525e1a9e456a2e5dc5d3dc7e7cd07d4c13668f80216f2e68fd21723c1101b5a6da86ad8dac4a866210950b7deee4133e7da1600e8	common_voice_ur_26572623.mp3	ائی ایم ایف کا عرب ممالک پر اضافی اخراجات کم کرنے پر زور	2	0					ur	
342cfd99804188572ca67de525e1a9e456a2e5dc5d3dc7e7cd07d4c13668f80216f2e68fd21723c1101b5a6da86ad8dac4a866210950b7deee4133e7da1600e8	common_voice_ur_26572624.mp3	اب سنا ہے۔	2	0					ur	
342cfd99804188572ca67de525e1a9e456a2e5dc5d3dc7e7cd07d4c13668f80216f2e68fd21723c1101b5a6da86ad8dac4a866210950b7deee4133e7da1600e8	common_voice_ur_26572625.mp3	سی پیک تیزی سے عملی صورت اختیار کرچکا ہے سرتاج عزیز	2	0					ur	
342cfd99804188572ca67de525e1a9e456a2e5dc5d3dc7e7cd07d4c13668f80216f2e68fd21723c1101b5a6da86ad8dac4a866210950b7deee4133e7da1600e8	common_voice_ur_26572627.mp3	ہمارا پرابلم کیا ہے؟	2	0					ur	
81d948c1b3bd707376c85e466729ae61b437cd59c7b7b68babb667d05db36e8b3c3b6ee542460f41d3ceb31eca94a49f26d52297509ba5e9f68b5e55d4dcdaab	common_voice_ur_27921776.mp3	خود آزما لیجیے۔	2	0					ur	
81d948c1b3bd707376c85e466729ae61b437cd59c7b7b68babb667d05db36e8b3c3b6ee542460f41d3ceb31eca94a49f26d52297509ba5e9f68b5e55d4dcdaab	common_voice_ur_27921777.mp3	ارجنٹینا	2	0					ur	
81d948c1b3bd707376c85e466729ae61b437cd59c7b7b68babb667d05db36e8b3c3b6ee542460f41d3ceb31eca94a49f26d52297509ba5e9f68b5e55d4dcdaab	common_voice_ur_27921778.mp3	وہ نہ کر سکے۔	2	0					ur	
81d948c1b3bd707376c85e466729ae61b437cd59c7b7b68babb667d05db36e8b3c3b6ee542460f41d3ceb31eca94a49f26d52297509ba5e9f68b5e55d4dcdaab	common_voice_ur_27921779.mp3	مجھے کُھلے پیسے دیں۔	2	0					ur	
81d948c1b3bd707376c85e466729ae61b437cd59c7b7b68babb667d05db36e8b3c3b6ee542460f41d3ceb31eca94a49f26d52297509ba5e9f68b5e55d4dcdaab	common_voice_ur_27921780.mp3	ٹھیک، اور کیا کام کرتے آپ؟	2	0					ur	
87c9633df0300e568619aaeae1d0e32233b80617d6cbbb562ece6101d87797fa00040f5c4e04f9df612a857f80da2d7f928764d5a73bee31b60293ff5979d25c	common_voice_ur_26646369.mp3	کھارے پانی کو استعمال کے قابل بنانے والے پلانٹ کا افتتاح کیا ہے	2	0	twenties	male			ur	
87c9633df0300e568619aaeae1d0e32233b80617d6cbbb562ece6101d87797fa00040f5c4e04f9df612a857f80da2d7f928764d5a73bee31b60293ff5979d25c	common_voice_ur_26646370.mp3	تو وہ اب ہے۔	2	0	twenties	male			ur	
87c9633df0300e568619aaeae1d0e32233b80617d6cbbb562ece6101d87797fa00040f5c4e04f9df612a857f80da2d7f928764d5a73bee31b60293ff5979d25c	common_voice_ur_26646371.mp3	اور اس قیمت کو پاکستانی روپیہ تصور کر سکتے ہیں	2	1	twenties	male			ur	
87c9633df0300e568619aaeae1d0e32233b80617d6cbbb562ece6101d87797fa00040f5c4e04f9df612a857f80da2d7f928764d5a73bee31b60293ff5979d25c	common_voice_ur_26646372.mp3	یہاں کے لوگ سیاحوں کو بہت پسند کرتے ہیں ۔	2	0	twenties	male			ur	
87c9633df0300e568619aaeae1d0e32233b80617d6cbbb562ece6101d87797fa00040f5c4e04f9df612a857f80da2d7f928764d5a73bee31b60293ff5979d25c	common_voice_ur_26646373.mp3	میدان سیاست میں کتنے بڑے نام رہے۔	2	0	twenties	male			ur	
9d71204ceeacafca0c21aaa239a09ec3507ad959dccd9bad2e2d2b50a3f8f5c52076e5f63f90d8a2b7866ea870e8dd65cf9fc465fdbbda5e5f80b7112997b651	common_voice_ur_26574149.mp3	وہ بھی مسلمان ملک ہے۔	2	0	twenties	male			ur	
9d71204ceeacafca0c21aaa239a09ec3507ad959dccd9bad2e2d2b50a3f8f5c52076e5f63f90d8a2b7866ea870e8dd65cf9fc465fdbbda5e5f80b7112997b651	common_voice_ur_26574150.mp3	تو قادری صاحب کے لوگ بھرم رکھنے کے لیے موجود ہیں۔	2	0	twenties	male			ur	
9d71204ceeacafca0c21aaa239a09ec3507ad959dccd9bad2e2d2b50a3f8f5c52076e5f63f90d8a2b7866ea870e8dd65cf9fc465fdbbda5e5f80b7112997b651	common_voice_ur_26574151.mp3	تو ایسی کہانی میں۔	2	0	twenties	male			ur	
9d71204ceeacafca0c21aaa239a09ec3507ad959dccd9bad2e2d2b50a3f8f5c52076e5f63f90d8a2b7866ea870e8dd65cf9fc465fdbbda5e5f80b7112997b651	common_voice_ur_26574152.mp3	اہل خانہ نے ان کی	2	0	twenties	male			ur	
9d71204ceeacafca0c21aaa239a09ec3507ad959dccd9bad2e2d2b50a3f8f5c52076e5f63f90d8a2b7866ea870e8dd65cf9fc465fdbbda5e5f80b7112997b651	common_voice_ur_26574153.mp3	ہم شیشے کی منڈی کو اندر سے دیکھنا چاہتے ہیں نہ کہ باہر سے	2	0	twenties	male			ur	
a17a15d34769d84b2c6b70e398a8422de8d2cff4f1e210136c7b3c84b108ac248d0e049104ac59d0264eebe541ccbb0e60714d9a95731476ee008eedd01288bf	common_voice_ur_27389482.mp3	اسے پرے کرنا چاہیے۔	2	0					ur	
a17a15d34769d84b2c6b70e398a8422de8d2cff4f1e210136c7b3c84b108ac248d0e049104ac59d0264eebe541ccbb0e60714d9a95731476ee008eedd01288bf	common_voice_ur_27389483.mp3	یہ ادارہ زلزلوں ، آتش	2	0					ur	
a17a15d34769d84b2c6b70e398a8422de8d2cff4f1e210136c7b3c84b108ac248d0e049104ac59d0264eebe541ccbb0e60714d9a95731476ee008eedd01288bf	common_voice_ur_27389484.mp3	مانتے ہیں کہ ہر اچھائی خدا کی طرف سے ہے	2	0					ur	
a17a15d34769d84b2c6b70e398a8422de8d2cff4f1e210136c7b3c84b108ac248d0e049104ac59d0264eebe541ccbb0e60714d9a95731476ee008eedd01288bf	common_voice_ur_27389485.mp3	کرس گیل نے سب سے زیادہ چھکوں کا شاہد افریدی کا ریکارڈ برابر کردیا	2	0					ur	
a17a15d34769d84b2c6b70e398a8422de8d2cff4f1e210136c7b3c84b108ac248d0e049104ac59d0264eebe541ccbb0e60714d9a95731476ee008eedd01288bf	common_voice_ur_27389486.mp3	وحشت اب بوریت سے ہے۔	2	0					ur	
767088c77fbcd6f8a60ba864012a3508e662bb96d418afcf30f8d310e7cc264522448f09616c9c6ab43b0bc1270d05ec99189433f2052f0edc132f0ad755c0c1	common_voice_ur_26942381.mp3	تو وہ کس کا قصور ہے؟	2	0	fourties	female			ur	
767088c77fbcd6f8a60ba864012a3508e662bb96d418afcf30f8d310e7cc264522448f09616c9c6ab43b0bc1270d05ec99189433f2052f0edc132f0ad755c0c1	common_voice_ur_26942382.mp3	کوئی بات نہیں جی	2	0	fourties	female			ur	
767088c77fbcd6f8a60ba864012a3508e662bb96d418afcf30f8d310e7cc264522448f09616c9c6ab43b0bc1270d05ec99189433f2052f0edc132f0ad755c0c1	common_voice_ur_26942383.mp3	کیا یہ نا شکر نہیں ہے ۔	2	0	fourties	female			ur	
767088c77fbcd6f8a60ba864012a3508e662bb96d418afcf30f8d310e7cc264522448f09616c9c6ab43b0bc1270d05ec99189433f2052f0edc132f0ad755c0c1	common_voice_ur_26942384.mp3	بلکہ کپتان بدلنے کے بجائے نظام تبدیل کرنے کی ضرورت	2	0	fourties	female			ur	
767088c77fbcd6f8a60ba864012a3508e662bb96d418afcf30f8d310e7cc264522448f09616c9c6ab43b0bc1270d05ec99189433f2052f0edc132f0ad755c0c1	common_voice_ur_26942440.mp3	ہم چلتے رہے بھاگتے رہے گھومتے رہے جب تک ہماری ٹانگوں نے ہمارا ساتھ دیا	2	0	fourties	female			ur	
